Eduardus,Deineko,M,402,865-6591,BELVIDERE,NE,68315,M,Y,6.0,6.84,0,206,103,4.0828644,1.791759469228055
Eser,Duparc,F,303,587-2027,CARR,CO,80612,S,N,1.5,4.63,0,0,0,0.6945,0.4054651081081644
Eser,Duparc,F,303,587-2027,CARR,CO,80612,S,N,1.5,4.63,0,0,0,0.6945,0.4054651081081644
Johnathan,Zullighoven,F,907,889-8447,KASILOF,AK,99610,S,N,7.0,0.0,0,0,0,0.0,1.9459101490553132
Johnathan,Zullighoven,F,907,889-8447,KASILOF,AK,99610,S,N,7.0,0.0,0,0,0,0.0,1.9459101490553132
Jianxi,Comyn,F,808,404-9902,NAALEHU,HI,96772,M,Y,3.5,7.3486843,0,2080,1040,2.342760555,1.252762968495368
Jianxi,Comyn,F,808,404-9902,NAALEHU,HI,96772,M,Y,3.5,7.3486843,0,2080,1040,2.342760555,1.252762968495368
Ria,Lindenbaum,M,870,153-9204,ALTUS,AR,72821,S,N,10.0,7.0,20,0,0,6.998600000000001,2.302585092994046
Ria,Lindenbaum,M,870,153-9204,ALTUS,AR,72821,S,N,10.0,7.0,20,0,0,6.998600000000001,2.302585092994046
Manju,Kipnis,F,443,126-6430,WEST RIVER,MD,20778,S,N,9.5,4.75,2400,0,0,4.3985,2.2512917986064953
Manju,Kipnis,F,443,126-6430,WEST RIVER,MD,20778,S,N,9.5,4.75,2400,0,0,4.3985,2.2512917986064953
Dragan,Pagter,F,939,617-4759,MANATI,PR,674,S,Y,1.0,0.0,0,0,0,0.0,0.0
Dragan,Pagter,F,939,617-4759,MANATI,PR,674,S,Y,1.0,0.0,0,0,0,0.0,0.0
Changsik,Jacques,F,818,112-1701,FELLOWS,CA,93224,M,N,3.5,7.7709284,0,174,0,2.7063035249999996,1.252762968495368
Changsik,Jacques,F,818,112-1701,FELLOWS,CA,93224,M,N,3.5,7.7709284,0,174,0,2.7063035249999996,1.252762968495368
Bryony,Bassolet,F,603,572-1629,BARNSTEAD,NH,3218,S,N,3.5,0.0,0,0,0,0.0,1.252762968495368
Bryony,Bassolet,F,603,572-1629,BARNSTEAD,NH,3218,S,N,3.5,0.0,0,0,0,0.0,1.252762968495368
Chuda,Kirkham,F,517,835-2893,HOWELL,MI,48863,S,Y,0.5,3.9,3100,0,3100,-0.046799999999999994,-0.6931471805599453
Chuda,Kirkham,F,517,835-2893,HOWELL,MI,48863,S,Y,0.5,3.9,3100,0,3100,-0.046799999999999994,-0.6931471805599453
Mei,Boehm,F,651,906-4303,ANGLE INLET,MN,56711,S,Y,4.0,6.3900213,3300,0,3300,2.134267114,1.3862943611198906
Mei,Boehm,F,651,906-4303,ANGLE INLET,MN,56711,S,Y,4.0,6.3900213,3300,0,3300,2.134267114,1.3862943611198906
Charley,Surya,M,302,616-2532,NEWARK,DE,19725,M,Y,1.5,2.8818183,0,220,110,0.4227627446,0.4054651081081644
Charley,Surya,M,302,616-2532,NEWARK,DE,19725,M,Y,1.5,2.8818183,0,220,110,0.4227627446,0.4054651081081644
Ina,Muhlen,M,551,724-1961,STONE HARBOR,NJ,8247,M,Y,1.5,1.4,0,2000,1500,0.161,0.4054651081081644
Ina,Muhlen,M,551,724-1961,STONE HARBOR,NJ,8247,M,Y,1.5,1.4,0,2000,1500,0.161,0.4054651081081644
Jonas,Malolepszy,M,907,910-1881,ANCHORAGE,AK,99510,M,Y,5.5,0.0,0,0,0,0.0,1.7047480922384253
Jonas,Malolepszy,M,907,910-1881,ANCHORAGE,AK,99510,M,Y,5.5,0.0,0,0,0,0.0,1.7047480922384253
Zhixue,Lucks,F,856,583-5483,SHREWSBURY,NJ,7702,M,N,4.5,1.7942708,0,2000,0,0.771536444,1.5040773967762742
Zhixue,Lucks,F,856,583-5483,SHREWSBURY,NJ,7702,M,N,4.5,1.7942708,0,2000,0,0.771536444,1.5040773967762742
Xianjing,Jolfaei,M,479,595-1516,CALDWELL,AR,72322,M,Y,3.5,7.0,0,40,20,2.4458,1.252762968495368
Xianjing,Jolfaei,M,479,595-1516,CALDWELL,AR,72322,M,Y,3.5,7.0,0,40,20,2.4458,1.252762968495368
Maitreya,Wiegley,F,501,134-4359,PINEVILLE,AR,72566,M,Y,9.0,7.0,0,40,20,6.2958,2.1972245773362196
Maitreya,Wiegley,F,501,134-4359,PINEVILLE,AR,72566,M,Y,9.0,7.0,0,40,20,6.2958,2.1972245773362196
Khurram,Kawakami,F,878,202-9679,ALTOONA,PA,16601,M,Y,6.0,3.07,0,0,0,1.842,1.791759469228055
Khurram,Kawakami,F,878,202-9679,ALTOONA,PA,16601,M,Y,6.0,3.07,0,0,0,1.842,1.791759469228055
Catharine,Dass,M,719,840-8003,FORT LUPTON,CO,80621,M,N,9.5,4.63,0,0,0,4.3985,2.2512917986064953
Catharine,Dass,M,719,840-8003,FORT LUPTON,CO,80621,M,N,9.5,4.63,0,0,0,4.3985,2.2512917986064953
Oron,Gerke,F,205,630-9271,EUFAULA,AL,36027,S,Y,1.0,5.0,1500,0,300,0.41,0.0
Oron,Gerke,F,205,630-9271,EUFAULA,AL,36027,S,Y,1.0,5.0,1500,0,300,0.41,0.0
Hideki,Middleton,F,307,363-3684,CLEARMONT,WY,82835,M,Y,6.0,0.0,0,0,0,0.0,1.791759469228055
Hideki,Middleton,F,307,363-3684,CLEARMONT,WY,82835,M,Y,6.0,0.0,0,0,0,0.0,1.791759469228055
Eike,Michailidis,M,208,367-3449,MERIDIAN,ID,83646,M,N,5.0,7.8,0,6600,0,3.3851999999999998,1.6094379124341003
Eike,Michailidis,M,208,367-3449,MERIDIAN,ID,83646,M,N,5.0,7.8,0,6600,0,3.3851999999999998,1.6094379124341003
Wiiliam,Devesa,F,219,282-6761,BIPPUS,IN,46713,S,N,4.0,3.4,1000,0,0,1.326,1.3862943611198906
Wiiliam,Devesa,F,219,282-6761,BIPPUS,IN,46713,S,N,4.0,3.4,1000,0,0,1.326,1.3862943611198906
Deborah,Kroll,F,315,624-1878,DEER PARK,NY,11729,M,N,5.5,4.272256,0,0,0,2.3497408,1.7047480922384253
Deborah,Kroll,F,315,624-1878,DEER PARK,NY,11729,M,N,5.5,4.272256,0,0,0,2.3497408,1.7047480922384253
Jeno,Broodsky,M,580,798-1694,WARNER,OK,74469,M,N,5.0,6.25,0,2000,0,3.0,1.6094379124341003
Jeno,Broodsky,M,580,798-1694,WARNER,OK,74469,M,N,5.0,6.25,0,2000,0,3.0,1.6094379124341003
Chanathip,Sessa,F,919,331-8110,WINSTON SALEM,NC,27157,S,Y,7.5,7.305944,3300,0,3300,4.997265696,2.0149030205422647
Chanathip,Sessa,F,919,331-8110,WINSTON SALEM,NC,27157,S,Y,7.5,7.305944,3300,0,3300,4.997265696,2.0149030205422647
Noburu,Luzi,F,605,556-1199,KAYLOR,SD,57354,S,Y,6.0,0.0,0,0,0,0.0,1.791759469228055
Noburu,Luzi,F,605,556-1199,KAYLOR,SD,57354,S,Y,6.0,0.0,0,0,0,0.0,1.791759469228055
Guoqiang,Busillo,M,856,545-4920,WINSLOW,NJ,8095,S,N,4.5,1.7942708,1000,0,0,0.789479152,1.5040773967762742
Guoqiang,Busillo,M,856,545-4920,WINSLOW,NJ,8095,S,N,4.5,1.7942708,1000,0,0,0.789479152,1.5040773967762742
Mel,Schend,M,479,851-3156,FORREST CITY,AR,72336,M,Y,2.0,4.9682083,0,40,20,0.9906607350000001,0.6931471805599453
Mel,Schend,M,479,851-3156,FORREST CITY,AR,72336,M,Y,2.0,4.9682083,0,40,20,0.9906607350000001,0.6931471805599453
Annegret,Wolf,F,803,789-4250,SWANSEA,SC,29501,S,N,4.5,7.0,3300,0,0,2.688,1.5040773967762742
Annegret,Wolf,F,803,789-4250,SWANSEA,SC,29501,S,N,4.5,7.0,3300,0,0,2.688,1.5040773967762742
Evgeny,Waheed,F,769,659-1774,ETTA,MS,38627,M,N,5.0,5.0,0,12000,0,1.9,1.6094379124341003
Evgeny,Waheed,F,769,659-1774,ETTA,MS,38627,M,N,5.0,5.0,0,12000,0,1.9,1.6094379124341003
Estrella,Bertilsson,F,406,346-4682,GREAT FALLS,MT,59401,S,N,9.0,6.9,1900,0,0,6.0789,2.1972245773362196
Estrella,Bertilsson,F,406,346-4682,GREAT FALLS,MT,59401,S,N,9.0,6.9,1900,0,0,6.0789,2.1972245773362196
Tomonari,Yeap,M,434,983-5738,DOLPHIN,VA,23843,M,Y,7.0,5.75,0,1800,900,3.86975,1.9459101490553132
Tomonari,Yeap,M,434,983-5738,DOLPHIN,VA,23843,M,Y,7.0,5.75,0,1800,900,3.86975,1.9459101490553132
Alvaro,Rivard,M,408,405-9244,ALHAMBRA,CA,91841,S,Y,10.0,9.3,87,0,272,9.266613,2.302585092994046
Alvaro,Rivard,M,408,405-9244,ALHAMBRA,CA,91841,S,Y,10.0,9.3,87,0,272,9.266613,2.302585092994046
Neville,Trivett,F,443,939-6008,BETHESDA,MD,20816,S,Y,7.0,4.75,2400,0,2400,3.097,1.9459101490553132
Neville,Trivett,F,443,939-6008,BETHESDA,MD,20816,S,Y,7.0,4.75,2400,0,2400,3.097,1.9459101490553132
Kevin,Ayari,F,208,833-1081,PINEHURST,DC,20265,S,N,6.5,7.8,3300,0,0,5.4801,1.8718021769015913
Kevin,Ayari,F,208,833-1081,PINEHURST,DC,20265,S,N,6.5,7.8,3300,0,0,5.4801,1.8718021769015913
Farzan,Knowles,M,808,345-8649,HONOLULU,HI,96810,S,N,6.0,8.25,1040,0,0,4.864199999999999,1.791759469228055
Farzan,Knowles,M,808,345-8649,HONOLULU,HI,96810,S,N,6.0,8.25,1040,0,0,4.864199999999999,1.791759469228055
Fredric,Petry,M,478,930-7660,GRAYSON,GA,30017,S,N,6.5,6.0,2700,0,0,3.738,1.8718021769015913
Fredric,Petry,M,478,930-7660,GRAYSON,GA,30017,S,N,6.5,6.0,2700,0,0,3.738,1.8718021769015913
Steffen,Jacquet,M,337,899-9741,BATON ROUGE,NC,27413,M,Y,10.0,6.0,0,9000,1000,7.3136118130000005,2.302585092994046
Steffen,Jacquet,M,337,899-9741,BATON ROUGE,NC,27413,M,Y,10.0,6.0,0,9000,1000,7.3136118130000005,2.302585092994046
Lynnau,Jarzabek,M,865,464-9868,BROWNSVILLE,TN,38012,S,N,4.0,0.0,0,0,0,0.0,1.3862943611198906
Lynnau,Jarzabek,M,865,464-9868,BROWNSVILLE,TN,38012,S,N,4.0,0.0,0,0,0,0.0,1.3862943611198906
Etsuko,d'Inverno,M,618,969-5285,MOUND CITY,IL,62963,M,N,3.0,3.0,0,4000,0,0.78,1.0986122886681098
Etsuko,d'Inverno,M,618,969-5285,MOUND CITY,IL,62963,M,N,3.0,3.0,0,4000,0,0.78,1.0986122886681098
Nate,Koshkin,M,505,978-8287,DEMING,NM,88030,M,N,1.0,3.2428572,0,6600,0,0.11025714480000001,0.0
Nate,Koshkin,M,505,978-8287,DEMING,NM,88030,M,N,1.0,3.2428572,0,6600,0,0.11025714480000001,0.0
Jolita,Can,M,843,596-1844,GABLE,SC,29051,S,N,2.5,7.0,3300,0,0,1.519,0.9162907318741551
Jolita,Can,M,843,596-1844,GABLE,SC,29051,S,N,2.5,7.0,3300,0,0,1.519,0.9162907318741551
Blagovest,Heemskerk,M,870,173-5525,MALVERN,AR,72104,S,Y,1.5,3.773037,20,0,20,0.5644463352,0.4054651081081644
Blagovest,Heemskerk,M,870,173-5525,MALVERN,AR,72104,S,Y,1.5,3.773037,20,0,20,0.5644463352,0.4054651081081644
Andris,Gammill,F,256,156-5986,BRANTLEY,AL,36009,S,N,1.0,5.0,1500,0,0,0.425,0.0
Andris,Gammill,F,256,156-5986,BRANTLEY,AL,36009,S,N,1.0,5.0,1500,0,0,0.425,0.0
Xiaopeng,Cheiner,F,910,537-5160,RALEIGH,NC,27690,M,N,2.0,6.1520977,0,6600,0,0.8243810918000001,0.6931471805599453
Xiaopeng,Cheiner,F,910,537-5160,RALEIGH,NC,27690,M,N,2.0,6.1520977,0,6600,0,0.8243810918000001,0.6931471805599453
Burkhard,Ballin,F,209,291-9116,LOS ANGELES,CA,90068,S,N,10.0,9.3,87,0,0,9.291909,2.302585092994046
Burkhard,Ballin,F,209,291-9116,LOS ANGELES,CA,90068,S,N,10.0,9.3,87,0,0,9.291909,2.302585092994046
Sachio,Franzblau,F,309,298-8689,HARDIN,IL,62047,S,Y,9.5,3.0,2000,0,2000,2.73,2.2512917986064953
Sachio,Franzblau,F,309,298-8689,HARDIN,IL,62047,S,Y,9.5,3.0,2000,0,2000,2.73,2.2512917986064953
Yucai,Leonidas,M,307,671-7685,AUBURN,WY,83111,S,Y,3.5,0.0,0,0,0,0.0,1.252762968495368
Yucai,Leonidas,M,307,671-7685,AUBURN,WY,83111,S,Y,3.5,0.0,0,0,0,0.0,1.252762968495368
Meltem,Osterloh,M,202,144-4863,WASHINGTON,DC,20539,S,N,9.5,9.0,1370,0,0,8.4267,2.2512917986064953
Meltem,Osterloh,M,202,144-4863,WASHINGTON,DC,20539,S,N,9.5,9.0,1370,0,0,8.4267,2.2512917986064953
Hiroki,Winters,F,205,462-8357,VANDIVER,AL,35176,S,Y,8.0,5.0,1500,0,300,3.91,2.0794415416798357
Hiroki,Winters,F,205,462-8357,VANDIVER,AL,35176,S,Y,8.0,5.0,1500,0,300,3.91,2.0794415416798357
Soojung,Breuker,M,920,378-6942,GREEN BAY,WI,54303,M,Y,1.5,4.707031,0,1400,400,0.6213280919999999,0.4054651081081644
Soojung,Breuker,M,920,378-6942,GREEN BAY,WI,54303,M,Y,1.5,4.707031,0,1400,400,0.6213280919999999,0.4054651081081644
JoAnne,Bergstra,F,857,981-2818,NATICK,MA,1760,M,N,3.5,5.3,0,7150,0,1.4760499999999999,1.252762968495368
JoAnne,Bergstra,F,857,981-2818,NATICK,MA,1760,M,N,3.5,5.3,0,7150,0,1.4760499999999999,1.252762968495368
Thoms,Ebeling,F,216,896-3824,BLISSFIELD,OH,43805,S,N,9.5,3.6995387,1300,0,0,3.466467762,2.2512917986064953
Thoms,Ebeling,F,216,896-3824,BLISSFIELD,OH,43805,S,N,9.5,3.6995387,1300,0,0,3.466467762,2.2512917986064953
Yigal,Krabbel,M,765,213-2549,CLAYTON,IN,46118,S,N,6.5,3.4,1000,0,0,2.176,1.8718021769015913
Yigal,Krabbel,M,765,213-2549,CLAYTON,IN,46118,S,N,6.5,3.4,1000,0,0,2.176,1.8718021769015913
Rosalyn,Pinckney,M,781,527-2356,SALEM,MA,1971,M,Y,8.0,5.3,0,7150,1000,3.80805,2.0794415416798357
Rosalyn,Pinckney,M,781,527-2356,SALEM,MA,1971,M,Y,8.0,5.3,0,7150,1000,3.80805,2.0794415416798357
Zhibin,Peterka,F,715,166-2135,MILWAUKEE,WI,53244,S,N,5.0,5.3151608,700,0,0,2.620374274,1.6094379124341003
Zhibin,Peterka,F,715,166-2135,MILWAUKEE,WI,53244,S,N,5.0,5.3151608,700,0,0,2.620374274,1.6094379124341003
Keshab,Kubera,M,708,359-8771,FOX VALLEY,IL,60599,S,Y,9.0,3.0,2000,0,2000,2.58,2.1972245773362196
Keshab,Kubera,M,708,359-8771,FOX VALLEY,IL,60599,S,Y,9.0,3.0,2000,0,2000,2.58,2.1972245773362196
Ragui,Shokrollahi,M,201,713-7145,MILLSTONE TOWNSHIP,NJ,8535,S,Y,0.5,1.4,1000,0,1500,0.035,-0.6931471805599453
Ragui,Shokrollahi,M,201,713-7145,MILLSTONE TOWNSHIP,NJ,8535,S,Y,0.5,1.4,1000,0,1500,0.035,-0.6931471805599453
Felicity,Latyshev,F,307,133-1064,CHEYENNE,WY,82009,M,N,8.5,0.0,0,0,0,0.0,2.1400661634962708
Felicity,Latyshev,F,307,133-1064,CHEYENNE,WY,82009,M,N,8.5,0.0,0,0,0,0.0,2.1400661634962708
Heng,Pelz,M,312,333-1255,REDDICK,IL,60961,S,Y,0.5,3.0,2000,0,2000,0.03,-0.6931471805599453
Heng,Pelz,M,312,333-1255,REDDICK,IL,60961,S,Y,0.5,3.0,2000,0,2000,0.03,-0.6931471805599453
Xiaowei,Michalakopoulos,F,605,153-5365,MANDERSON,SD,57756,M,N,0.5,0.0,0,0,0,0.0,-0.6931471805599453
Xiaowei,Michalakopoulos,F,605,153-5365,MANDERSON,SD,57756,M,N,0.5,0.0,0,0,0,0.0,-0.6931471805599453
Houari,Zaimov,F,443,394-9085,SPENCERVILLE,MD,20868,S,Y,4.0,4.75,2400,0,2400,1.672,1.3862943611198906
Houari,Zaimov,F,443,394-9085,SPENCERVILLE,MD,20868,S,Y,4.0,4.75,2400,0,2400,1.672,1.3862943611198906
Teresemarie,Aso,M,401,686-2628,WESTERLY,RI,2891,S,Y,6.0,0.0,0,0,0,0.0,1.791759469228055
Teresemarie,Aso,M,401,686-2628,WESTERLY,RI,2891,S,Y,6.0,0.0,0,0,0,0.0,1.791759469228055
Milvio,Cippico,M,207,378-4165,AUGUSTA,ME,4336,S,Y,2.0,8.5,2850,0,2850,1.2155,0.6931471805599453
Milvio,Cippico,M,207,378-4165,AUGUSTA,ME,4336,S,Y,2.0,8.5,2850,0,2850,1.2155,0.6931471805599453
Surapant,Bail,M,864,547-2497,CORDOVA,SC,29039,S,Y,1.5,7.0,3300,0,3300,0.588,0.4054651081081644
Surapant,Bail,M,864,547-2497,CORDOVA,SC,29039,S,Y,1.5,7.0,3300,0,3300,0.588,0.4054651081081644
Constantine,Nitsch,F,719,183-3382,PENROSE,CO,81240,S,N,7.5,4.63,0,0,0,3.4725,2.0149030205422647
Constantine,Nitsch,F,719,183-3382,PENROSE,CO,81240,S,N,7.5,4.63,0,0,0,3.4725,2.0149030205422647
Kyosun,Dahlhaus,F,435,767-4129,SALT LAKE CITY,UT,84133,M,N,3.0,7.0,0,4950,0,1.7535,1.0986122886681098
Kyosun,Dahlhaus,F,435,767-4129,SALT LAKE CITY,UT,84133,M,N,3.0,7.0,0,4950,0,1.7535,1.0986122886681098
Keiji,Kennamer,F,870,423-1116,LUXORA,AR,72358,S,Y,7.0,7.0,20,0,20,4.8972,1.9459101490553132
Keiji,Kennamer,F,870,423-1116,LUXORA,AR,72358,S,Y,7.0,7.0,20,0,20,4.8972,1.9459101490553132
Angkul,Hamrick,F,318,475-8528,METAIRIE,LA,70006,S,Y,3.5,6.0,4500,0,1000,1.77,1.252762968495368
Angkul,Hamrick,F,318,475-8528,METAIRIE,LA,70006,S,Y,3.5,6.0,4500,0,1000,1.77,1.252762968495368
Pui,Stenstrom,M,937,440-9174,COLUMBUS,OH,43209,M,N,9.0,3.533564,0,2600,0,3.0883349360000003,2.1972245773362196
Pui,Stenstrom,M,937,440-9174,COLUMBUS,OH,43209,M,N,9.0,3.533564,0,2600,0,3.0883349360000003,2.1972245773362196
Wilmer,Brizzi,F,973,170-6348,HACKENSACK,NJ,7601,S,N,1.0,1.4,1000,0,0,0.126,0.0
Wilmer,Brizzi,F,973,170-6348,HACKENSACK,NJ,7601,S,N,1.0,1.4,1000,0,0,0.126,0.0
Keju,Obradovich,F,828,874-7542,ROCKY MOUNT,NC,27801,M,N,4.5,6.6765733,0,6600,0,2.563804147,1.5040773967762742
Keju,Obradovich,F,828,874-7542,ROCKY MOUNT,NC,27801,M,N,4.5,6.6765733,0,6600,0,2.563804147,1.5040773967762742
Mei,Brolio,F,347,631-2873,DEANSBORO,NY,13328,S,N,10.0,4.5329266,0,0,0,4.5329266,2.302585092994046
Mei,Brolio,F,347,631-2873,DEANSBORO,NY,13328,S,N,10.0,4.5329266,0,0,0,4.5329266,2.302585092994046
Daan,Givens,M,308,787-2479,BELLEVUE,NE,68123,M,Y,2.0,5.685643,0,206,103,1.119559963,0.6931471805599453
Daan,Givens,M,308,787-2479,BELLEVUE,NE,68123,M,Y,2.0,5.685643,0,206,103,1.119559963,0.6931471805599453
Kuhanandha,Strothotte,M,325,821-4378,TOW,TX,78672,S,Y,2.0,0.0,0,0,0,0.0,0.6931471805599453
Kuhanandha,Strothotte,M,325,821-4378,TOW,TX,78672,S,Y,2.0,0.0,0,0,0,0.0,0.6931471805599453
Sukhmay,Kaio,M,505,467-9996,LOS LUNAS,NM,87031,M,N,6.5,5.3,0,6600,0,3.0951999999999997,1.8718021769015913
Sukhmay,Kaio,M,505,467-9996,LOS LUNAS,NM,87031,M,N,6.5,5.3,0,6600,0,3.0951999999999997,1.8718021769015913
Joacheim,Goodby,M,605,240-9915,WESTPORT,SD,57481,M,Y,2.0,0.0,0,0,0,0.0,0.6931471805599453
Joacheim,Goodby,M,605,240-9915,WESTPORT,SD,57481,M,Y,2.0,0.0,0,0,0,0.0,0.6931471805599453
Irith,Cestnik,M,308,162-8455,WESTON,NE,68070,S,Y,5.0,6.84,103,0,103,3.4059095999999998,1.6094379124341003
Irith,Cestnik,M,308,162-8455,WESTON,NE,68070,S,Y,5.0,6.84,103,0,103,3.4059095999999998,1.6094379124341003
Liao,Viehstaedt,M,920,713-4471,IRON BELT,WI,54536,S,Y,5.5,5.4020367,700,0,400,2.911697781,1.7047480922384253
Liao,Viehstaedt,M,920,713-4471,IRON BELT,WI,54536,S,Y,5.5,5.4020367,700,0,400,2.911697781,1.7047480922384253
Rang,Fordan,M,605,302-3147,MILESVILLE,SD,57553,S,Y,5.5,0.0,0,0,0,0.0,1.7047480922384253
Rang,Fordan,M,605,302-3147,MILESVILLE,SD,57553,S,Y,5.5,0.0,0,0,0,0.0,1.7047480922384253
Hidetsune,McAffer,M,605,808-3276,MURDO,SD,57559,S,N,7.5,0.0,0,0,0,0.0,2.0149030205422647
Hidetsune,McAffer,M,605,808-3276,MURDO,SD,57559,S,N,7.5,0.0,0,0,0,0.0,2.0149030205422647
Giorgio,Aue,M,812,529-5445,INDIANAPOLIS,IN,46291,M,Y,6.5,3.4,0,2000,1000,2.108,1.8718021769015913
Giorgio,Aue,M,812,529-5445,INDIANAPOLIS,IN,46291,M,Y,6.5,3.4,0,2000,1000,2.108,1.8718021769015913
Vinod,Olano,F,701,557-5034,MICHIGAN,ND,58259,M,N,1.0,2.1,0,6600,0,0.0714,0.0
Vinod,Olano,F,701,557-5034,MICHIGAN,ND,58259,M,N,1.0,2.1,0,6600,0,0.0714,0.0
Wassili,Marinissen,F,970,876-4713,CRESTED BUTTE,CO,81224,M,N,5.5,4.63,0,0,0,2.5465,1.7047480922384253
Wassili,Marinissen,F,970,876-4713,CRESTED BUTTE,CO,81224,M,N,5.5,4.63,0,0,0,2.5465,1.7047480922384253
Zinovy,Simovich,M,301,605-3763,DARLINGTON,MD,21034,M,N,1.5,4.75,0,4800,0,0.4845,0.4054651081081644
Zinovy,Simovich,M,301,605-3763,DARLINGTON,MD,21034,M,N,1.5,4.75,0,4800,0,0.4845,0.4054651081081644
Lingtao,Keohane,M,321,795-5178,CAPTIVA,FL,33924,S,N,1.5,0.0,0,0,0,0.0,0.4054651081081644
Lingtao,Keohane,M,321,795-5178,CAPTIVA,FL,33924,S,N,1.5,0.0,0,0,0,0.0,0.4054651081081644
Royce,Tagansky,F,317,525-2037,FLOYDS KNOBS,IN,47119,S,Y,6.5,3.4,1000,0,1000,2.142,1.8718021769015913
Royce,Tagansky,F,317,525-2037,FLOYDS KNOBS,IN,47119,S,Y,6.5,3.4,1000,0,1000,2.142,1.8718021769015913
Ramaswami,Wise,F,512,860-3448,MISSOURI CITY,TX,77489,M,N,1.5,0.0,0,0,0,0.0,0.4054651081081644
Ramaswami,Wise,F,512,860-3448,MISSOURI CITY,TX,77489,M,N,1.5,0.0,0,0,0,0.0,0.4054651081081644
Aikira,Bamford,F,480,946-1029,PHOENIX,AZ,85079,S,Y,1.0,2.87,2100,0,2300,0.16072,0.0
Aikira,Bamford,F,480,946-1029,PHOENIX,AZ,85079,S,Y,1.0,2.87,2100,0,2300,0.16072,0.0
Puneet,Chown,F,208,633-5699,GENESEE,ID,83832,S,Y,4.5,7.8,3300,0,3300,2.9951999999999996,1.5040773967762742
Puneet,Chown,F,208,633-5699,GENESEE,ID,83832,S,Y,4.5,7.8,3300,0,3300,2.9951999999999996,1.5040773967762742
Christhard,Shilcrat,M,718,931-9214,PORT EWEN,NY,12466,M,Y,1.5,4.040549,0,0,1000,0.5656768600000001,0.4054651081081644
Christhard,Shilcrat,M,718,931-9214,PORT EWEN,NY,12466,M,Y,1.5,4.040549,0,0,1000,0.5656768600000001,0.4054651081081644
Zahi,Baroglio,F,774,330-2516,BOSTON,MA,2266,M,N,9.5,5.3,0,7150,0,4.6560500000000005,2.2512917986064953
Zahi,Baroglio,F,774,330-2516,BOSTON,MA,2266,M,N,9.5,5.3,0,7150,0,4.6560500000000005,2.2512917986064953
Feniosky,Akaboshi,M,769,987-8822,GEORGETOWN,MS,39078,S,Y,9.0,5.0,6000,0,1500,4.125,2.1972245773362196
Feniosky,Akaboshi,M,769,987-8822,GEORGETOWN,MS,39078,S,Y,9.0,5.0,6000,0,1500,4.125,2.1972245773362196
Nobukazu,Desal,F,504,870-6692,NORCO,LA,70079,M,N,7.0,6.0,0,9000,0,3.66,1.9459101490553132
